"","Family","Genus","Species","Common.Name","Origin","Lat...Long","latitude","longitude","Wild.caught.","Acclimation.Time..days.","Acclimation.Temperature..OC.","Acclimation.Salinity..psu.","PO2.Units","Acclimation.PO2","Acclimation.pH","Diet","Energy.Content","Ration.Unit","Ration.Size","Feeding.Regime","Photoperiod.Hours..L.D.","Sample.Size","Mean.Mass..g.","Mass.SD","Mass.SEM","Mass.Range.Upper..kg.","Mass.Range.Lower..kg.","Max.published.length..cm.","Calculated.mass..g.","percent.BM","Mean.Length..mm.","Length.SD","Length.SEM","Length.Range.Upper..mm.","Length.Range.Lower..mm.","Life.Stage","Expected.life.stage","Sex","Last.Feed..h.","RESPIROMETRY_TYPE","Swimming.Speed..body.lengths.s.1.","Hypoxia.Exposure.Method","Rate.of.Hypoxia.Onset..PO2.unit...min.1.","PO2.Setpoint.Time..mins.","Minimum.PO2","PO2.Unit","Salinity..psu.","Temp","pH","PCO2..uatm.","Access.to.Air","Oxy...conforming...regulating","Routine....Standard.MO2...RMR...SMR.","ORIGINAL_MR_VALUE","MO2.Range.Upper","MO2.Range.Lower","MO2.Units","MR.micro.mol.h","Critical_PO2","Critical.PO2.Range...Upper.Limit","Critical.PO2.Range...Lower.Limit","Critical.PO2.SD","Critical.PO2.SEM","Critical.PO2.Unit","Air.Breathing.Threshold","Pcrit..kPa.","Pcrit_SE","Pcrit.SD..kPa.","SMR..mgO2...kg..hr.","RMR..mgO2..kg..hr.","X100...Air.Sat...mmHg.","Statistical.Method","SMR.Determination.Method","Pcrit.Calculation.Method","mean.duration.of.Pcrit.trial..min.","Comments.and.Reference.Details","Reference","Year","Corresponding.Author","DOI","Full.Citation","X","C.Value","C.Value.method","Estimated_C.Value","Aspect.ratio.of.the.caudal.fin","animal","Salt","Taccl","logMass","Lat_abs","Calculatedpercent","logpercentcalc","logMR","residMR","relT","relT2","Salt_type_data","Conversion.factor.to.micro.mol.kg.h"
"264","Cottidae","Enophrys","bison","-","Bamfield Marine Sciences Centre, British Columbia, Canada","48.829776, -125.131933",48.8," -125.131933","Yes","21",12,"30","-","-",NA,"Bloodworms and frozen fish fillets","-","-","-","daily","-",8,10.9,"-","0.0053","-","-",37,2500,0.44,"-","-","-","-","-","-","Juvenile","-","24","Closed","-","O2 consumption by fish","1.08","-","10","Torr",15,12,"-","+2 torr","No","Oxyregulator","RMR","2.2","-","-","umol /g / h",23.98,"31.66","-","-","-","9.92","torr","-",4.22,"1.322.336","-","","70.4","-","-","-","BASIC program designed by Yeager and Ultsch (1989)","","Hypoxia tolerance is phylogenetically independently associated with an enhanced O2 extraction capacity, with three principal components accounting for 75% of the variation in Pcrit: RMR; mass:gill ratio and (Hb)–O2 binding affinity .","Mandic et al., ","2009","J.G. Richards","10.1098/rspb.2008.1235","Mandic, M., Todgham, A. E., & Richards, J. G. (2009). Mechanisms and evolution of hypoxia tolerance in fish. Proceedings of the Royal Society B: Biological Sciences, 276(1657), 735-744. ",NA,NA,NA,0.87,"round","Enophrys_bison",15,0,1.037426498,48.8,0.436,-0.360513511,1.379849179,-0.133179678,1.13e-14,-4.906601196,"quantatative",1
"265","Cottidae","Artedius","fenestralis","-","Bamfield Marine Sciences Centre, British Columbia, Canada","48.829776, -125.131933",48.8," -125.131933","Yes","21",12,"30","-","-",NA,"Bloodworms and frozen fish fillets","-","-","-","daily","-",8,16.9,"-","0.0021","-","-",14,92.44,18.28,"-","-","-","-","-","-","Adult","-","24","Closed","-","O2 consumption by fish","1.08","-","10","Torr",15,12,"-","+2 torr","No","Oxyregulator","RMR","2.23","-","-","umol /g / h",37.69,"35.72","-","-","-","13.81","torr","-",4.76,"1.840.873","-","","71.36","-","-","-","BASIC program designed by Yeager and Ultsch (1989)","","Hypoxia tolerance is phylogenetically independently associated with an enhanced O2 extraction capacity, with three principal components accounting for 75% of the variation in Pcrit: RMR; mass:gill ratio and (Hb)–O2 binding affinity .","Mandic et al., ","2009","J.G. Richards","10.1098/rspb.2008.1235","Mandic, M., Todgham, A. E., & Richards, J. G. (2009). Mechanisms and evolution of hypoxia tolerance in fish. Proceedings of the Royal Society B: Biological Sciences, 276(1657), 735-744. ",NA,NA,NA,1,"round","Artedius_fenestralis",15,0,1.227886705,48.8,18.28212895,1.262026768,1.576226137,-0.096252248,2.08e-16,-4.906601196,"quantatative",1
"266","Cottidae","Artedius","lateralis","-","Bamfield Marine Sciences Centre, British Columbia, Canada","48.829776, -125.131933",48.8," -125.131933","Yes","21",12,"30","-","-",NA,"Bloodworms and frozen fish fillets","-","-","-","daily","-",4,15.22,"-","0.0014","-","-",14,92.44,16.46,"-","-","-","-","-","-","Adult","-","24","Closed","-","O2 consumption by fish","1.08","-","10","Torr",15,12,"-","+2 torr","No","Oxyregulator","RMR","2.26","-","-","umol /g / h",34.4,"35.54","-","-","-","6.59","torr","-",4.74,"0.878447","-","","72.32","-","-","-","BASIC program designed by Yeager and Ultsch (1989)","","Hypoxia tolerance is phylogenetically independently associated with an enhanced O2 extraction capacity, with three principal components accounting for 75% of the variation in Pcrit: RMR; mass:gill ratio and (Hb)–O2 binding affinity .","Mandic et al., ","2009","J.G. Richards","10.1098/rspb.2008.1235","Mandic, M., Todgham, A. E., & Richards, J. G. (2009). Mechanisms and evolution of hypoxia tolerance in fish. Proceedings of the Royal Society B: Biological Sciences, 276(1657), 735-744. ",NA,NA,NA,1,"round","Artedius_lateralis",15,0,1.182414652,48.8,16.46473388,1.216554716,1.536558443,-0.097851638,-1.1e-15,-4.906601196,"quantatative",1
"267","Cottidae","Leptocottus","armatus","-","Bamfield Marine Sciences Centre, British Columbia, Canada","48.829776, -125.131933",48.8," -125.131933","Yes","21",12,"30","-","-",NA,"Bloodworms and frozen fish fillets","-","-","-","daily","-",8,48.2,"-","0.0021","-","-",46,2000,2.41,"-","-","-","-","-","-","Juvenile","-","24","Closed","-","O2 consumption by fish","1.08","-","10","Torr",15,12,"-","+2 torr","No","Oxyregulator","RMR","2.48","-","-","umol /g / h",119.54,"37.44","-","-","-","2.44","torr","-",4.99,"0.325252","-","","79.36","-","-","-","BASIC program designed by Yeager and Ultsch (1989)","","Hypoxia tolerance is phylogenetically independently associated with an enhanced O2 extraction capacity, with three principal components accounting for 75% of the variation in Pcrit: RMR; mass:gill ratio and (Hb)–O2 binding affinity .","Mandic et al., ","2009","J.G. Richards","10.1098/rspb.2008.1235","Mandic, M., Todgham, A. E., & Richards, J. G. (2009). Mechanisms and evolution of hypoxia tolerance in fish. Proceedings of the Royal Society B: Biological Sciences, 276(1657), 735-744. ",NA,NA,NA,0.87,"round","Leptocottus_armatus",15,0,1.683047038,48.8,2.41,0.382017043,2.077513251,0.023983609,-0.00296517,-4.906601196,"quantatative",1
"268","Cottidae","Scorpaenichthys","marmoratus","-","Bamfield Marine Sciences Centre, British Columbia, Canada","48.829776, -125.131933",48.8," -125.131933","Yes","21",12,"30","-","-",NA,"Bloodworms and frozen fish fillets","-","-","-","daily","-",8,20.8,"-","0.0029","-","-",99,23800,0.09,"-","-","-","-","-","-","Larvae","-","24","Closed","-","O2 consumption by fish","1.08","-","10","Torr",15,12,"-","+2 torr","No","Oxyregulator","RMR","4.38","-","-","umol /g / h",91.1,"40.23","-","-","-","6.68","torr","-",5.36,"0.890444","-","","140.16","-","-","-","BASIC program designed by Yeager and Ultsch (1989)","","Hypoxia tolerance is phylogenetically independently associated with an enhanced O2 extraction capacity, with three principal components accounting for 75% of the variation in Pcrit: RMR; mass:gill ratio and (Hb)–O2 binding affinity .","Mandic et al., ","2009","J.G. Richards","10.1098/rspb.2008.1235","Mandic, M., Todgham, A. E., & Richards, J. G. (2009). Mechanisms and evolution of hypoxia tolerance in fish. Proceedings of the Royal Society B: Biological Sciences, 276(1657), 735-744. ",NA,NA,NA,0.87,"round","Scorpaenichthys_marmoratus",15,0,1.318063335,48.8,0.087394958,-1.058513622,1.959518377,0.211545894,-3.21e-15,-4.906601196,"quantatative",1
"269","Cottidae","Blepsias","cirrhosus","-","Bamfield Marine Sciences Centre, British Columbia, Canada","48.829776, -125.131933",48.8," -125.131933","Yes","21",12,"30","-","-",NA,"Bloodworms and frozen fish fillets","-","-","-","daily","-",8,2.6,"-","0.0004","-","-",20,76.51,3.4,"-","-","-","-","-","-","Adult","-","24","Closed","-","O2 consumption by fish","1.08","-","10","Torr",15,12,"-","+2 torr","No","Oxyregulator","RMR","3.7","-","-","umol /g / h",9.62,"44.39","-","-","-","5.5","torr","-",5.19,"0.73315","-","","118.4","-","-","-","BASIC program designed by Yeager and Ultsch (1989)","","Hypoxia tolerance is phylogenetically independently associated with an enhanced O2 extraction capacity, with three principal components accounting for 75% of the variation in Pcrit: RMR; mass:gill ratio and (Hb)–O2 binding affinity .","Mandic et al., ","2009","J.G. Richards","10.1098/rspb.2008.1235","Mandic, M., Todgham, A. E., & Richards, J. G. (2009). Mechanisms and evolution of hypoxia tolerance in fish. Proceedings of the Royal Society B: Biological Sciences, 276(1657), 735-744. ",NA,NA,NA,0.87,"round","Blepsias_cirrhosus",15,0,0.414973348,48.8,3.398248595,0.531255146,0.983175072,-0.008748281,-5.41e-16,-4.906601196,"quantatative",1
"270","Cottidae","Myoxocephalus","scorpius","Shorthorn sculpin","Memorial University, Newfoundland, Canada","53.525040, -60.145541",53.5," -60.145541","Yes","21",12,"30","-","-",NA,"Bloodworms and frozen fish fillets","-","-","-","daily","-",8,9.7,"-","0.0027","-","-",60,3800,0.26,"-","-","-","-","-","-","Juvenile","-","24","Closed","-","O2 consumption by fish","1.08","-","10","Torr",15,12,"-","+2 torr","No","Oxyregulator","RMR","4.52","-","-","umol /g / h",43.84,"52.33","-","-","-","2.43","torr","-",6.98,"0.323919","-","","144.64","-","-","-","BASIC program designed by Yeager and Ultsch (1989)","","Hypoxia tolerance is phylogenetically independently associated with an enhanced O2 extraction capacity, with three principal components accounting for 75% of the variation in Pcrit: RMR; mass:gill ratio and (Hb)–O2 binding affinity .","Mandic et al., ","2009","J.G. Richards","10.1098/rspb.2008.1235","Mandic, M., Todgham, A. E., & Richards, J. G. (2009). Mechanisms and evolution of hypoxia tolerance in fish. Proceedings of the Royal Society B: Biological Sciences, 276(1657), 735-744. ",NA,"0.87","FIA",0.87,"round","Myoxocephalus_scorpius",15,0,0.986771734,53.5,0.255263158,-0.593011862,1.641870545,0.171248859,1.02e-14,-3.560193804,"quantatative",1
"271","Cottidae","Cottus","asper","-","Bamfield Marine Sciences Centre, British Columbia, Canada","48.829776, -125.131933",48.8," -125.131933","Yes","21",12,"Freshwater","-","-",NA,"Bloodworms and frozen fish fillets","-","-","-","daily","-",8,19.3,"-","0.0018","-","-",30,796.32,2.42,"-","-","-","-","-","-","Juvenile","-","24","Closed","-","O2 consumption by fish","1.08","-","10","Torr",15,12,"-","+2 torr","No","Oxyregulator","RMR","3.67","-","-","umol /g / h",70.83,"54.22","-","-","-","2.08","torr","-",7.23,"0.277264","-","","117.44","-","-","-","BASIC program designed by Yeager and Ultsch (1989)","","Hypoxia tolerance is phylogenetically independently associated with an enhanced O2 extraction capacity, with three principal components accounting for 75% of the variation in Pcrit: RMR; mass:gill ratio and (Hb)–O2 binding affinity .","Mandic et al., ","2009","J.G. Richards","10.1098/rspb.2008.1235","Mandic, M., Todgham, A. E., & Richards, J. G. (2009). Mechanisms and evolution of hypoxia tolerance in fish. Proceedings of the Royal Society B: Biological Sciences, 276(1657), 735-744. ",NA,NA,NA,0.86,"round","Cottus_asper",15,0,1.285557309,48.8,2.423648784,0.384469686,1.850217242,0.129458163,-0.00296517,-4.906601196,"quantatative",1
"272","Cottidae","Artedius","harringtoni","-","Bamfield Marine Sciences Centre, British Columbia, Canada","48.829776, -125.131933",48.8," -125.131933","Yes","21",12,"30","-","-",NA,"Bloodworms and frozen fish fillets","-","-","-","daily","-",3,4.1,"-","0.0011","-","-",10,23.1,17.75,"-","-","-","-","-","-","Adult","-","24","Closed","-","O2 consumption by fish","1.08","-","10","Torr",15,12,"-","+2 torr","No","Oxyregulator","RMR","2.32","-","-","umol /g / h",9.51,"48.55","-","-","-","3.25","torr","-",6.47,"0.433225","-","","74.24","-","-","-","BASIC program designed by Yeager and Ultsch (1989)","","Hypoxia tolerance is phylogenetically independently associated with an enhanced O2 extraction capacity, with three principal components accounting for 75% of the variation in Pcrit: RMR; mass:gill ratio and (Hb)–O2 binding affinity .","Mandic et al., ","2009","J.G. Richards","10.1098/rspb.2008.1235","Mandic, M., Todgham, A. E., & Richards, J. G. (2009). Mechanisms and evolution of hypoxia tolerance in fish. Proceedings of the Royal Society B: Biological Sciences, 276(1657), 735-744. ",NA,NA,NA,1,"round","Artedius_harringtoni",15,0,0.612783857,48.8,17.74891775,1.249171877,0.978180517,-0.179345893,-3.8e-14,-4.906601196,"quantatative",1
"273","Sparidae","Pagrus","auratus","Australasian snapper","Leigh Harbour, Northland, New Zealand","-36.323578, 174.791511",-36.3," 174.791511","Yes","42",18,"Seawater","-","-",NA,"Squid + Pilchard","-","-","-","-","-",12,NA,"-","-","-","-",130,20500,0,"200","20","-","-","-","Juvenile","Juvenile","-","-","Intermittent-Flow","-","N2 PO2 Regulator","-","-","-","-",30,18,"-","-","No","Oxyregulator","SMR","133.6","-","-","mgO2/kg/h",653787.88,"5.3","-","-","0.4","-","kPa","-",5.3,"0.115470054","0.4","133.6","","-","Students t-tests","15 % quantile method (Chabot and Claireaux, 2008b; Dupont-Prinet et
al., 2010)."," Fitting of limiting oxygen curve (LOC) to points of MMR over the measured PO2. Interecpt with SMR was taken as Pcrit.","","Control","Cook et al., ","2011","D.G. Cook","10.1242/jeb.057091","Cook, D. G., Wells, R. M. G., & Herbert, N. A. (2011). Anaemia adjusts the aerobic physiology of snapper (Pagrus auratus) and modulates hypoxia avoidance behaviour during oxygen choice presentations. J Exp Biol, 214(17), 2927-2934.",NA,"0.67","FIA",0.67,"crescent","Pagrus_auratus",35,0,NA,36.3,NA,NA,5.815436865,0,-1.305761079,-2.48747192,"qualitative (Seawater)",NA
"274","Sparidae*","Pagrus","auratus","Australasian snapper*","Leigh Harbour, Northland, New Zealand","-36.323578, 174.791511",-36.3," 174.791511","Yes","42",18,"Seawater","-","-",NA,"Squid + Pilchard","-","-","-","-","-",12,NA,"-","-","-","-",130,20500,0,"200","20","-","-","-","Juvenile","Juvenile","-","-","Intermittent-Flow","-","N2 PO2 Regulator","-","-","-","-",30,18,"-","-","No","Oxyregulator","SMR","122.1","-","-","mgO2/kg/h",597511.23,"8.6","-","-","0.6","-","kPa","-",8.6,"0.173205081","0.6","122.1","","-","Students t-tests","15 % quantile method (Chabot and Claireaux, 2008b; Dupont-Prinet et
al., 2010). "," Fitting of limiting oxygen curve (LOC) to points of MMR over the measured PO2. Interecpt with SMR was taken as Pcrit.","","*Phenylhydrazine
hydrochloride adminiistered to induce anaemia. Anaemia resulted in higher Pcrit than control.","Cook et al., ","2011","D.G. Cook","10.1242/jeb.057091","Cook, D. G., Wells, R. M. G., & Herbert, N. A. (2011). Anaemia adjusts the aerobic physiology of snapper (Pagrus auratus) and modulates hypoxia avoidance behaviour during oxygen choice presentations. J Exp Biol, 214(17), 2927-2934.",NA,"0.67","FIA",0.67,"crescent","Pagrus_auratus",35,0,NA,36.3,NA,NA,5.776346072,0,-1.305761079,-2.48747192,"qualitative (Seawater)",NA
"275","Cichlidae","Pseudocrenilabrus","multicolor victoriae","-","Upstream Juma River, Uganda","-0.350364, 31.906040",-0.4," 31.906040","Yes","14",18.6,"Freshwater","mg / L","4.1",NA,"-","-","-","-","-","-",12,5.18,"-","-","0.00968","0.00068",8,7.03,73.68,"50","10","-","-","-","-","Adult","-","-","Closed","-","O2 consumption by fish","-","-","-","-",0.1,18.6,"-","-","No","Oxyregulator","Mass Corrected RMR","0.2","-","-","ml O2 /  h",8.93,"7.66","-","-","-","1.56","mmHg","-",1.02,"0.20797227","-","","","-","-","-","BASIC program by Yeager & Ultsch (1989)","","MO2 is mass corrected to 2.86g (Winberg ,1956, 1961) and temperature adjusted to 20 C.","Rosenberger & Chapman","2000","A.E. Rosenberger","10.1006/jfbi.2000.1326","Rosenberger, A. E., & Chapman, L. J. (2000). Respiratory characters of three species of haplochromine cichlids: Implications for use of wetland refugia. J Fish Biol, 57(2), 483-501. ",NA,NA,NA,0.39,"round","Pseudocrenilabrus_multicolor",0.1,0,0.71432976,0.4,73.68421053,1.867374435,0.950851459,-0.367296292,-5.198096619,-12.17173264,"quantatative",8.61831218974076
"276","Cichlidae","Prognathochromis","venator","-","Lake Kayanja, Lake Nabugabo region, Uganda","-0.282519, 31.864317",-0.3," 31.864317","Yes","14",18.8,"Freshwater","mg / L","4.1",NA,"-","-","-","-","-","-",9,4.635,"-","-","0.00853","0.00074",17.8,69,6.72,"71","19","-","-","-","-","Adult","-","-","Closed","-","O2 consumption by fish","-","-","-","-",0.1,18.8,"-","-","No","Oxyregulator","Mass Corrected RMR","0.25","-","-","ml O2 /  h",11.16,"11.8","-","-","-","3.68","mmHg","-",1.57,"0.490601253","-","","","-","-","-","BASIC program by Yeager & Ultsch (1989)","","MO2 is mass corrected to 2.86g (Winberg ,1956, 1961) and temperature adjusted to 20 C.","Rosenberger & Chapman","2000","A.E. Rosenberger","10.1006/jfbi.2000.1326","Rosenberger, A. E., & Chapman, L. J. (2000). Respiratory characters of three species of haplochromine cichlids: Implications for use of wetland refugia. J Fish Biol, 57(2), 483-501. ",NA,NA,NA,0.39,"round","Prognathochromis_venator",0.1,0,0.666049738,0.3,6.717391304,0.827200648,1.047664195,-0.235117548,-7.42e-15,-12.0003796,"quantatative",9.63168438896594
"277","Cichlidae","Astatotilapia ","velifer","-","ecotone of the Juma River, Uganda","-0.350364, 31.906040",-0.4," 31.906040","Yes","14",18.1,"Freshwater","mg / L","4.1",NA,"-","-","-","-","-","-",10,6.825,"-","-","0.01287","0.00078",10.8,13.82,49.42,"75","18","-","-","-","-","Adult","-","-","Closed","-","O2 consumption by fish","-","-","-","-",0.1,18.1,"-","-","No","Oxyregulator","Mass Corrected RMR","0.47","-","-","ml O2 /  h",20.98,"12.83","-","-","-","4.58","mmHg","-",1.71,"0.610585255","-","","","-","-","-","BASIC program by Yeager & Ultsch (1989)","","MO2 is mass corrected to 2.86g (Winberg ,1956, 1961) and temperature adjusted to 20 C.","Rosenberger & Chapman","2000","A.E. Rosenberger","10.1006/jfbi.2000.1326","Rosenberger, A. E., & Chapman, L. J. (2000). Respiratory characters of three species of haplochromine cichlids: Implications for use of wetland refugia. J Fish Biol, 57(2), 483-501. ",NA,NA,NA,0.39,"round","Astatotilapia_velifer",0.1,0,0.834102656,0.4,49.38494935,1.693594613,1.321805484,-0.083950712,-3.09e-14,-12.67173264,"quantatative",6.5410779696494
"278","Hemiscylliidae","Hemiscyllium","ocellatum","Epaulette shark","Heron Island, GBR, Australia","-23.443994, 151.915756",-23.4," 151.915756","Yes","4",25,"Seawater","mg / L","6",NA,"Chopped pilchards and crustaceans","-","-","-","-","-",10,636,"-","0.022","-","-",107,14600,4.36,"-","-","-","-","-","-","Adult","-","24","Closed","-","O2 consumption by fish","0.12","-","0.3","mg O2 / L",30,25,"-","-","No","Oxyregulator","RMR","83.4","-","-","mg / kg /hr",1657.58,"2.16","-","-","-","0.1","mg O2 /L","-",6.62,"0.306466442","-","","83.4","-","ANOVA followed by
Students t-test","","As described by Nilsson 1996.","","Control (No hypoxic pre-conditioning). Hypoxic pre-conditioning elicits
an enhanced physiological response to hypoxia.","Routley et al., ","2002","G.M.C Renshaw","http://dx.doi.org/10.1016/S1095-6433(01)00484-6","Routley, M. H., Nilsson, G. E., & Renshaw, G. M. C. (2002). Exposure to hypoxia primes the respiratory and metabolic responses of the epaulette shark to progressive hypoxia. Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology, 131(2), 313-321.",NA,"5.51","FIA",5.51,"crescent","Hemiscyllium_ocellatum",35,0,2.803457116,23.4,4.356164384,0.63910426,3.219474498,-0.228783723,-0.756668988,0.817069494,"qualitative (Seawater)",0.03125
"279","Hemiscylliidae","Hemiscyllium","ocellatum","Epaulette shark","Heron Island, GBR, Australia","-23.443994, 151.915756",-23.4," 151.915756","Yes","4",25,"Seawater","mg / L","6 (0.36 for 120 min twice daily)",NA,"Chopped pilchards and crustaceans","-","-","-","-","-",7,636,"-","0.022","-","-",107,14600,4.36,"-","-","-","-","-","-","Adult","-","24","Closed","-","O2 consumption by fish","0.12","-","0.3","mg O2 / L",30,25,"-","-","No","Oxyregulator","RMR","59.5","-","-","mg / kg /hr",1182.56,"1.70
 ","-","-","-","0.24","mg O2 /L","-",5.21,"0.735519461","-","","59.5","-","ANOVA followed by
Students t-test","","As described by Nilsson 1996.","","Hypoxic pre-conditioning via exposure to 5 % Air Sat. for 120 mins twice daily for 4 days. hypoxic pre-conditioning elicits
an enhanced physiological response to hypoxia.","Routley et al., ","2002","G.M.C Renshaw","http://dx.doi.org/10.1016/S1095-6433(01)00484-6","Routley, M. H., Nilsson, G. E., & Renshaw, G. M. C. (2002). Exposure to hypoxia primes the respiratory and metabolic responses of the epaulette shark to progressive hypoxia. Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology, 131(2), 313-321.",NA,"5.51","FIA",5.51,"crescent","Hemiscyllium_ocellatum",35,0,2.803457116,23.4,4.356164384,0.63910426,3.072823185,-0.375435036,-0.756668988,0.817069494,"qualitative (Seawater)",0.03125
