"","X.3","X.2","X.1","Family","Genus","Species","Common.Name","Origin","Lat...Long","latitude","longitude","Wild.caught.","Acclimation.Time..days.","Acclimation.Temperature..OC.","Acclimation.Salinity..psu.","PO2.Units","Acclimation.PO2","Acclimation.pH","Diet","Energy.Content","Ration.Unit","Ration.Size","Feeding.Regime","Photoperiod.Hours..L.D.","Sample.Size","Mean.Mass..g.","Mass.SD","Mass.SEM","Mass.Range.Upper..kg.","Mass.Range.Lower..kg.","Max.published.length..cm.","Calculated.mass..g.","percent.BM","Mean.Length..mm.","Length.SD","Length.SEM","Length.Range.Upper..mm.","Length.Range.Lower..mm.","Life.Stage","Expected.life.stage","Sex","Last.Feed..h.","RESPIROMETRY_TYPE","Swimming.Speed..body.lengths.s.1.","Hypoxia.Exposure.Method","Rate.of.Hypoxia.Onset..PO2.unit...min.1.","PO2.Setpoint.Time..mins.","Minimum.PO2","PO2.Unit","Salinity..psu.","Temp","pH","PCO2..uatm.","Access.to.Air","Oxy...conforming...regulating","Routine....Standard.MO2...RMR...SMR.","ORIGINAL_MR_VALUE","MO2.Range.Upper","MO2.Range.Lower","MO2.Units","omrekenfactor.naar.micro.mol.kg.h","MR.µM.h","Critical_PO2","Critical.PO2.Range...Upper.Limit","Critical.PO2.Range...Lower.Limit","Critical.PO2.SD","Critical.PO2.SEM","Critical.PO2.Unit","Air.Breathing.Threshold","Pcrit..kPa.","Pcrit_SE","Pcrit.SD..kPa.","SMR..mgO2...kg..hr.","RMR..mgO2..kg..hr.","X100...Air.Sat...mmHg.","Statistical.Method","SMR.Determination.Method","Pcrit.Calculation.Method","mean.duration.of.Pcrit.trial..min.","Comments.and.Reference.Details","Reference","Year","Corresponding.Author","DOI","Full.Citation","X","C.Value","C.Value.method","Estimated_C.Value","Aspect.ratio.of.the.caudal.fin","animal","Salt","Taccl","logMass","Lat_abs","Calculatedpercent","logpercentcalc","logMR","residMR","relT","relT2","Salt_type_data"
"400",400,400,400,"Fundulidae","Fundulus","grandis","Killifish","University of New Orleans","30.028454, -90.066443",30,"-90,066443","No","",27,"10","","",NA,"flake fish food 1.5% of body weight","","","","daily","12h:12h",11,10.8,"","","","","18",109.07,9.9,"","","","","","Adult","Adult","Male","24","Intermittent-Flow","","","","","","",10,27,"","","","","SMR","200.72","","","mg kg^-1 h^-1","31,25",67.74,"","","","","","","",3.6,"","","","","","","","","","","","","","","J. E. Reemeyer & B. B. Rees (2019)",NA,NA,NA,1.36,"round","Fundulus_grandis",10,0,1.03342375548695,30,9.90189786375722,0.995718442351413,1.83084519230861,-0.0240710941088897,0.255506786545694,4.7077692355864,"quantatative"
"401",401,401,401,"Fundulidae","Fundulus","grandis","Killifish","University of New Orleans","30.028454, -90.066443",30,"-90,066443","No","",27,"10","","",NA,"flake fish food 1.5% of body weight","","","","daily","12h:12h",11,10.8,"","","","","18",109.07,9.9,"","","","","","Adult","Adult","Male","24","Intermittent-Flow","","","","","","",10,27,"","","","","SMR","200.72","","","mg kg^-1 h^-1","31,25",67.74,"","","","","","","",3.7,"","","","","","","","","","","","","","","J. E. Reemeyer & B. B. Rees (2019)",NA,NA,NA,1.36,"round","Fundulus_grandis",10,0,1.03342375548695,30,9.90189786375722,0.995718442351413,1.83084519230861,-0.0240710941088897,0.255506786545694,4.7077692355864,"quantatative"
"402",402,402,402,"Fundulidae","Fundulus","grandis","Killifish","University of New Orleans","30.028454, -90.066443",30,"-90,066443","No","",27,"10","","",NA,"flake fish food 1.5% of body weight","","","","daily","12h:12h",11,10.8,"","","","","18",109.07,9.9,"","","","","","Adult","Adult","Male","24","Intermittent-Flow","","","","","","",10,27,"","","","","RMR","211.18","","","mg kg^-1 h^-1","31,25",71.27,"","","","","","","",8.2,"","","","","","","","","","","","","","","J. E. Reemeyer & B. B. Rees (2019)",NA,NA,NA,1.36,"round","Fundulus_grandis",10,0,1.03342375548695,30,9.90189786375722,0.995718442351413,1.85290675879695,-0.00200952762054763,0.255506786545694,4.7077692355864,"quantatative"
"403",403,403,403,"Fundulidae","Fundulus","grandis","Killifish","University of New Orleans","30.028454, -90.066443",30,"-90,066443","No","",27,"10","","",NA,"flake fish food 1.5% of body weight","","","","daily","12h:12h",11,10.8,"","","","","18",109.07,9.9,"","","","","","Adult","Adult","Male","24","Intermittent-Flow","","","","","","",10,27,"","","","","RMR","211.18","","","mg kg^-1 h^-1","31,25",71.27,"","","","","","","",5.1,"","","","","","","","","","","","","","","J. E. Reemeyer & B. B. Rees (2019)",NA,NA,NA,1.36,"round","Fundulus_grandis",10,0,1.03342375548695,30,9.90189786375722,0.995718442351413,1.85290675879695,-0.00200952762054763,0.255506786545694,4.7077692355864,"quantatative"
"404",404,404,404,"Fundulidae","Fundulus","grandis","Killifish","University of New Orleans","30.028454, -90.066443",30,"-90,066443","No","",27,"10","","",NA,"flake fish food 1.5% of body weight","","","","daily","12h:12h",11,10.8,"","","","","18",109.07,9.9,"","","","","","Adult","Adult","Male","24","Intermittent-Flow","","","","","","",10,27,"","","","","RMR","211.18","","","mg kg^-1 h^-1","31,25",71.27,"","","","","","","",4.3,"","","","","","","","","","","","","","","J. E. Reemeyer & B. B. Rees (2019)",NA,NA,NA,1.36,"round","Fundulus_grandis",10,0,1.03342375548695,30,9.90189786375722,0.995718442351413,1.85290675879695,-0.00200952762054763,0.255506786545694,4.7077692355864,"quantatative"
"405",405,405,405,"Salmonidae","Oncorhynchus","mykiss","Maple trout","Oriental Ocean Sci-Tech Co. (Yantai, China)","37.463802, 121.442517",37.5,"121,442517","No","",13,NA,"","",NA,"commercial food","","","","2x a day","14h:10h ",3,15.82,"","","","","122",17900,0.09,"","","","","",NA,"Larvae",NA,"24","unknown","","","","","","",30,13,"","","","","RMR","314.48","","","mg kg^-1 h^-1","31,25",155.47,"","","","","","","",11.05,"","","","","","","","","","Limiting oxygen saturation (LOS) instead of Pcrit","","","","","Shi, K., Dong, S., Zhou, Y., Gao, Q., Li, L., Zhang, M., & Sun, D. (2018). Comparative evaluation of toleration to heating and hypoxia of three kinds of salmonids. Journal of Ocean University of China, 17(6), 1465-1472.",NA,"2.7","FCM",2.7,"crescent","Oncorhynchus_mykiss",30,0,1.19920647916166,37.5,0.0883798882681564,-1.05364655181824,2.19164659856273,0.421044685364312,-4.82693219578188,-7.14370833034387,"quantatative"
"406",406,406,406,"Salmonidae","Oncorhynchus","mykiss","Maple trout","Oriental Ocean Sci-Tech Co. (Yantai, China)","37.463802, 121.442517",37.5,"121,442517","No","",17,NA,"","",NA,"commercial food","","","","2x a day","14h:10h ",3,15.82,"","","","","122",17900,0.09,"","","","","",NA,"Larvae",NA,"24","unknown","","","","","","",30,17,"","","","","RMR","407.41","","","mg kg^-1 h^-1","31,25",201.41,"","","","","","","",12.77,"","","","","","","","","","Limiting oxygen saturation (LOS) instead of Pcrit","","","","","Shi, K., Dong, S., Zhou, Y., Gao, Q., Li, L., Zhang, M., & Sun, D. (2018). Comparative evaluation of toleration to heating and hypoxia of three kinds of salmonids. Journal of Ocean University of China, 17(6), 1465-1472.",NA,"2.7","FCM",2.7,"crescent","Oncorhynchus_mykiss",30,0,1.19920647916166,37.5,0.0883798882681564,-1.05364655181824,2.30408102945992,0.429799255886206,-0.826932195781883,-3.14370833034387,"quantatative"
"407",407,407,407,"Salmonidae","Oncorhynchus","mykiss","Maple trout","Oriental Ocean Sci-Tech Co. (Yantai, China)","37.463802, 121.442517",37.5,"121,442517","No","",21,NA,"","",NA,"commercial food","","","","2x a day","14h:10h ",3,15.82,"","","","","122",17900,0.09,"","","","","",NA,"Larvae",NA,"24","unknown","","","","","","",30,21,"","","","","RMR","480.12","","","mg kg^-1 h^-1","31,25",237.36,"","","","","","","",14.9,"","","","","","","","","","Limiting oxygen saturation (LOS) instead of Pcrit","","","","","Shi, K., Dong, S., Zhou, Y., Gao, Q., Li, L., Zhang, M., & Sun, D. (2018). Comparative evaluation of toleration to heating and hypoxia of three kinds of salmonids. Journal of Ocean University of China, 17(6), 1465-1472.",NA,"2.7","FCM",2.7,"crescent","Oncorhynchus_mykiss",30,0,1.19920647916166,37.5,0.0883798882681564,-1.05364655181824,2.37540753330879,0.400267120050257,3.17306780421812,0.85629166965613,"quantatative"
"408",408,408,408,"Salmonidae","Oncorhynchus","mykiss","Maple trout","Oriental Ocean Sci-Tech Co. (Yantai, China)","37.463802, 121.442517",37.5,"121,442517","No","",25,NA,"","",NA,"commercial food","","","","2x a day","14h:10h ",3,15.82,"","","","","122",17900,0.09,"","","","","",NA,"Larvae",NA,"24","unknown","","","","","","",30,25,"","","","","RMR","519.18","","","mg kg^-1 h^-1","31,25",256.67,"","","","","","","",17.56,"","","","","","","","","","Limiting oxygen saturation (LOS) instead of Pcrit","","","","","Shi, K., Dong, S., Zhou, Y., Gao, Q., Li, L., Zhang, M., & Sun, D. (2018). Comparative evaluation of toleration to heating and hypoxia of three kinds of salmonids. Journal of Ocean University of China, 17(6), 1465-1472.",NA,"2.7","FCM",2.7,"crescent","Oncorhynchus_mykiss",30,0,1.19920647916166,37.5,0.0883798882681564,-1.05364655181824,2.40937511060427,0.336083672149113,7.17306780421812,4.85629166965613,"quantatative"
"409",409,409,409,"Salmonidae","Oncorhynchus","mykiss","Maple trout","Oriental Ocean Sci-Tech Co. (Yantai, China)","37.463802, 121.442517",37.5,"121,442517","No","",13,NA,"","",NA,"commercial food","","","","2x a day","14h:10h ",3,39.78,"","","","","122",17900,0.22,"","","","","",NA,"Juvenile",NA,"24","unknown","","","","","","",30,13,"","","","","RMR","275.42","","","mg kg^-1 h^-1","31,25",342.38,"","","","","","","",10.43,"","","","","","","","","","Limiting oxygen saturation (LOS) instead of Pcrit","","","","","Shi, K., Dong, S., Zhou, Y., Gao, Q., Li, L., Zhang, M., & Sun, D. (2018). Comparative evaluation of toleration to heating and hypoxia of three kinds of salmonids. Journal of Ocean University of China, 17(6), 1465-1472.",NA,"2.7","FCM",2.7,"crescent","Oncorhynchus_mykiss",30,0,1.59966477878842,37.5,0.222234636871508,-0.653188252191476,2.53450838759587,0.428650682176606,-4.82693219578188,-7.14370833034387,"quantatative"
"410",410,410,410,"Salmonidae","Oncorhynchus","mykiss","Maple trout","Oriental Ocean Sci-Tech Co. (Yantai, China)","37.463802, 121.442517",37.5,"121,442517","No","",17,NA,"","",NA,"commercial food","","","","2x a day","14h:10h ",3,39.78,"","","","","122",17900,0.22,"","","","","",NA,"Juvenile",NA,"24","unknown","","","","","","",30,17,"","","","","RMR","315.83","","","mg kg^-1 h^-1","31,25",392.62,"","","","","","","",13.02,"","","","","","","","","","Limiting oxygen saturation (LOS) instead of Pcrit","","","","","Shi, K., Dong, S., Zhou, Y., Gao, Q., Li, L., Zhang, M., & Sun, D. (2018). Comparative evaluation of toleration to heating and hypoxia of three kinds of salmonids. Journal of Ocean University of China, 17(6), 1465-1472.",NA,"2.7","FCM",2.7,"crescent","Oncorhynchus_mykiss",30,0,1.59966477878842,37.5,0.222234636871508,-0.653188252191476,2.59397241871892,0.384434852924353,-0.826932195781883,-3.14370833034387,"quantatative"
"411",411,411,411,"Salmonidae","Oncorhynchus","mykiss","Maple trout","Oriental Ocean Sci-Tech Co. (Yantai, China)","37.463802, 121.442517",37.5,"121,442517","No","",21,NA,"","",NA,"commercial food","","","","2x a day","14h:10h ",3,39.78,"","","","","122",17900,0.22,"","","","","",NA,"Juvenile",NA,"24","unknown","","","","","","",30,21,"","","","","RMR","358.92","","","mg kg^-1 h^-1","31,25",446.18,"","","","","","","",14.54,"","","","","","","","","","Limiting oxygen saturation (LOS) instead of Pcrit","","","","","Shi, K., Dong, S., Zhou, Y., Gao, Q., Li, L., Zhang, M., & Sun, D. (2018). Comparative evaluation of toleration to heating and hypoxia of three kinds of salmonids. Journal of Ocean University of China, 17(6), 1465-1472.",NA,"2.7","FCM",2.7,"crescent","Oncorhynchus_mykiss",30,0,1.59966477878842,37.5,0.222234636871508,-0.653188252191476,2.64951009915197,0.339113893672594,3.17306780421812,0.85629166965613,"quantatative"
"412",412,412,412,"Salmonidae","Oncorhynchus","mykiss","Maple trout","Oriental Ocean Sci-Tech Co. (Yantai, China)","37.463802, 121.442517",37.5,"121,442517","No","",25,NA,"","",NA,"commercial food","","","","2x a day","14h:10h ",3,39.78,"","","","","122",17900,0.22,"","","","","",NA,"Juvenile",NA,"24","unknown","","","","","","",30,25,"","","","","RMR","430.3","","","mg kg^-1 h^-1","31,25",534.92,"","","","","","","",16.46,"","","","","","","","","","Limiting oxygen saturation (LOS) instead of Pcrit","","","","","Shi, K., Dong, S., Zhou, Y., Gao, Q., Li, L., Zhang, M., & Sun, D. (2018). Comparative evaluation of toleration to heating and hypoxia of three kinds of salmonids. Journal of Ocean University of China, 17(6), 1465-1472.",NA,"2.7","FCM",2.7,"crescent","Oncorhynchus_mykiss",30,0,1.59966477878842,37.5,0.222234636871508,-0.653188252191476,2.72828883593439,0.31974160525838,7.17306780421812,4.85629166965613,"quantatative"
"413",413,413,413,"Salmonidae","Oncorhynchus","mykiss","Maple trout","Oriental Ocean Sci-Tech Co. (Yantai, China)","37.463802, 121.442517",37.5,"121,442517","No","",13,NA,"","",NA,"commercial food","","","","2x a day","14h:10h ",3,79.33,"","","","","122",17900,0.44,"","","","","",NA,"Juvenile",NA,"24","unknown","","","","","","",30,13,"","","","","RMR","252.52","","","mg kg^-1 h^-1","31,25",626.01,"","","","","","","",9.95,"","","","","","","","","","Limiting oxygen saturation (LOS) instead of Pcrit","","","","","Shi, K., Dong, S., Zhou, Y., Gao, Q., Li, L., Zhang, M., & Sun, D. (2018). Comparative evaluation of toleration to heating and hypoxia of three kinds of salmonids. Journal of Ocean University of China, 17(6), 1465-1472.",NA,"2.7","FCM",2.7,"crescent","Oncorhynchus_mykiss",30,0,1.89943745428618,37.5,0.443184357541899,-0.353415576693716,2.79658127076655,0.439759792330629,-4.82693219578188,-7.14370833034387,"quantatative"
"414",414,414,414,"Salmonidae","Oncorhynchus","mykiss","Maple trout","Oriental Ocean Sci-Tech Co. (Yantai, China)","37.463802, 121.442517",37.5,"121,442517","No","",17,NA,"","",NA,"commercial food","","","","2x a day","14h:10h ",3,79.33,"","","","","122",17900,0.44,"","","","","",NA,"Juvenile",NA,"24","unknown","","","","","","",30,17,"","","","","RMR","307.74","","","mg kg^-1 h^-1","31,25",762.91,"","","","","","","",12.56,"","","","","","","","","","Limiting oxygen saturation (LOS) instead of Pcrit","","","","","Shi, K., Dong, S., Zhou, Y., Gao, Q., Li, L., Zhang, M., & Sun, D. (2018). Comparative evaluation of toleration to heating and hypoxia of three kinds of salmonids. Journal of Ocean University of China, 17(6), 1465-1472.",NA,"2.7","FCM",2.7,"crescent","Oncorhynchus_mykiss",30,0,1.89943745428618,37.5,0.443184357541899,-0.353415576693716,2.88247330753707,0.421971968725857,-0.826932195781883,-3.14370833034387,"quantatative"
"415",415,415,415,"Salmonidae","Oncorhynchus","mykiss","Maple trout","Oriental Ocean Sci-Tech Co. (Yantai, China)","37.463802, 121.442517",37.5,"121,442517","No","",21,NA,"","",NA,"commercial food","","","","2x a day","14h:10h ",3,79.33,"","","","","122",17900,0.44,"","","","","",NA,"Juvenile",NA,"24","unknown","","","","","","",30,21,"","","","","RMR","341.42","","","mg kg^-1 h^-1","31,25",846.4,"","","","","","","",14.26,"","","","","","","","","","Limiting oxygen saturation (LOS) instead of Pcrit","","","","","Shi, K., Dong, S., Zhou, Y., Gao, Q., Li, L., Zhang, M., & Sun, D. (2018). Comparative evaluation of toleration to heating and hypoxia of three kinds of salmonids. Journal of Ocean University of China, 17(6), 1465-1472.",NA,"2.7","FCM",2.7,"crescent","Oncorhynchus_mykiss",30,0,1.89943745428618,37.5,0.443184357541899,-0.353415576693716,2.92757565469111,0.36621567619508,3.17306780421812,0.85629166965613,"quantatative"
"416",416,416,416,"Salmonidae","Oncorhynchus","mykiss","Maple trout","Oriental Ocean Sci-Tech Co. (Yantai, China)","37.463802, 121.442517",37.5,"121,442517","No","",25,NA,"","",NA,"commercial food","","","","2x a day","14h:10h ",3,79.33,"","","","","122",17900,0.44,"","","","","",NA,"Juvenile",NA,"24","unknown","","","","","","",30,25,"","","","","RMR","400.67","","","mg kg^-1 h^-1","31,25",993.29,"","","","","","","",15.72,"","","","","","","","","","Limiting oxygen saturation (LOS) instead of Pcrit","","","","","Shi, K., Dong, S., Zhou, Y., Gao, Q., Li, L., Zhang, M., & Sun, D. (2018). Comparative evaluation of toleration to heating and hypoxia of three kinds of salmonids. Journal of Ocean University of China, 17(6), 1465-1472.",NA,"2.7","FCM",2.7,"crescent","Oncorhynchus_mykiss",30,0,1.89943745428618,37.5,0.443184357541899,-0.353415576693716,2.9970760632109,0.337565059518243,7.17306780421812,4.85629166965613,"quantatative"
"417",417,417,417,"Salmonidae","Oncorhynchus","mykiss","Maple trout","Oriental Ocean Sci-Tech Co. (Yantai, China)","37.463802, 121.442517",37.5,"121,442517","No","",13,NA,"","",NA,"commercial food","","","","2x a day","14h:10h ",3,131.21,"","","","","122",17900,0.73,"","","","","",NA,"Juvenile",NA,"24","unknown","","","","","","",30,13,"","","","","RMR","208.08","","","mg kg^-1 h^-1","31,25",853.19,"","","","","","","",7.58,"","","","","","","","","","Limiting oxygen saturation (LOS) instead of Pcrit","","","","","Shi, K., Dong, S., Zhou, Y., Gao, Q., Li, L., Zhang, M., & Sun, D. (2018). Comparative evaluation of toleration to heating and hypoxia of three kinds of salmonids. Journal of Ocean University of China, 17(6), 1465-1472.",NA,"2.7","FCM",2.7,"crescent","Oncorhynchus_mykiss",30,0,2.11796693549177,37.5,0.733016759776536,-0.134886095488126,2.93104575656376,0.39127570542133,-4.82693219578188,-7.14370833034387,"quantatative"
"418",418,418,418,"Salmonidae","Oncorhynchus","mykiss","Maple trout","Oriental Ocean Sci-Tech Co. (Yantai, China)","37.463802, 121.442517",37.5,"121,442517","No","",17,NA,"","",NA,"commercial food","","","","2x a day","14h:10h ",3,131.21,"","","","","122",17900,0.73,"","","","","",NA,"Juvenile",NA,"24","unknown","","","","","","",30,17,"","","","","RMR","260.6","","","mg kg^-1 h^-1","31,25",1068.54,"","","","","","","",9.84,"","","","","","","","","","Limiting oxygen saturation (LOS) instead of Pcrit","","","","","Shi, K., Dong, S., Zhou, Y., Gao, Q., Li, L., Zhang, M., & Sun, D. (2018). Comparative evaluation of toleration to heating and hypoxia of three kinds of salmonids. Journal of Ocean University of China, 17(6), 1465-1472.",NA,"2.7","FCM",2.7,"crescent","Oncorhynchus_mykiss",30,0,2.11796693549177,37.5,0.733016759776536,-0.134886095488126,3.02879078429524,0.385340872777516,-0.826932195781883,-3.14370833034387,"quantatative"
"419",419,419,419,"Salmonidae","Oncorhynchus","mykiss","Maple trout","Oriental Ocean Sci-Tech Co. (Yantai, China)","37.463802, 121.442517",37.5,"121,442517","No","",21,NA,"","",NA,"commercial food","","","","2x a day","14h:10h ",3,131.21,"","","","","122",17900,0.73,"","","","","",NA,"Juvenile",NA,"24","unknown","","","","","","",30,21,"","","","","RMR","295.63","","","mg kg^-1 h^-1","31,25",1212.18,"","","","","","","",12.47,"","","","","","","","","","Limiting oxygen saturation (LOS) instead of Pcrit","","","","","Shi, K., Dong, S., Zhou, Y., Gao, Q., Li, L., Zhang, M., & Sun, D. (2018). Comparative evaluation of toleration to heating and hypoxia of three kinds of salmonids. Journal of Ocean University of China, 17(6), 1465-1472.",NA,"2.7","FCM",2.7,"crescent","Oncorhynchus_mykiss",30,0,2.11796693549177,37.5,0.733016759776536,-0.134886095488126,3.08356711422168,0.33925856301914,3.17306780421812,0.85629166965613,"quantatative"
"420",420,420,420,"Salmonidae","Oncorhynchus","mykiss","Maple trout","Oriental Ocean Sci-Tech Co. (Yantai, China)","37.463802, 121.442517",37.5,"121,442517","No","",25,NA,"","",NA,"commercial food","","","","2x a day","14h:10h ",3,131.21,"","","","","122",17900,0.73,"","","","","",NA,"Juvenile",NA,"24","unknown","","","","","","",30,25,"","","","","RMR","364.32","","","mg kg^-1 h^-1","31,25",1493.83,"","","","","","","",14.27,"","","","","","","","","","Limiting oxygen saturation (LOS) instead of Pcrit","","","","","Shi, K., Dong, S., Zhou, Y., Gao, Q., Li, L., Zhang, M., & Sun, D. (2018). Comparative evaluation of toleration to heating and hypoxia of three kinds of salmonids. Journal of Ocean University of China, 17(6), 1465-1472.",NA,"2.7","FCM",2.7,"crescent","Oncorhynchus_mykiss",30,0,2.11796693549177,37.5,0.733016759776536,-0.134886095488126,3.17430117695545,0.331841600556284,7.17306780421812,4.85629166965613,"quantatative"
"421",421,421,421,"Salmonidae","Oncorhynchus","mykiss","Steelhead trout","Oriental Ocean Sci-Tech Co. (Yantai, China)","37.463802, 121.442517",37.5,"121,442517","No","",13,NA,"","",NA,"commercial food","","","","2x a day","14h:10h ",3,15.85,"","","","","122",17900,0.09,"","","","","",NA,"Larvae",NA,"24","unknown","","","","","","",30,13,"","","","","RMR","296.96","","","mg kg^-1 h^-1","31,25",147.09,"","","","","","","",9.79,"","","","","","","","","","Limiting oxygen saturation (LOS) instead of Pcrit. Steelhead trout is a triploid","","","","","Shi, K., Dong, S., Zhou, Y., Gao, Q., Li, L., Zhang, M., & Sun, D. (2018). Comparative evaluation of toleration to heating and hypoxia of three kinds of salmonids. Journal of Ocean University of China, 17(6), 1465-1472.",NA,"4.05","FCM",NA,"crescent","Oncorhynchus_mykiss",30,0,1.20002926655377,37.5,0.0885474860335196,-1.05282376442612,2.16758314796584,0.396292413386446,-4.82693219578188,-7.14370833034387,"quantatative"
